"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-12",99.87569,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-01",99.97391,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.0958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.2284,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.3646,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.4993,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.6253,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.7318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.8048,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.8494,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.8702,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.8653,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.8309,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.7859,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.7264,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.635,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.5079,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.3449,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-06",100.1582,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-07",99.97861,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.82864,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.736,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.73438,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.82735,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.98064,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-01",100.1714,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-02",100.3654,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.541,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.6967,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.8324,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.9371,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-07",101.0145,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-08",101.0735,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-09",101.1269,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-10",101.1825,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-11",101.2416,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-12",101.2898,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-01",101.3036,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-02",101.2646,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.1955,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.1065,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-05",100.9872,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-06",100.8372,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-07",100.6391,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-08",100.3957,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-09",100.1163,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-10",99.79031,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-11",99.43056,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-12",99.05702,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-01",98.7346,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-02",98.49837,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-03",98.35429,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-04",98.2888,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-05",98.27554,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-06",98.26209,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-07",98.22232,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-08",98.15691,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-09",98.10842,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-10",98.14615,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-11",98.29881,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-12",98.54813,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-01",98.84197,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.12755,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.34496,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.43697,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.38464,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.19297,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-07",98.91083,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-08",98.60503,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-09",98.31651,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-10",98.08501,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-11",97.93047,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-12",97.82567,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-01",97.75246,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-02",97.72374,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-03",97.7717,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-04",97.91788,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.15308,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.44722,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-07",98.78386,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.15406,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.54604,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-10",99.94244,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.312,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.6206,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.8541,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.9953,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-03",101.0594,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-04",101.0608,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-05",101.0202,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.9464,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.8458,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.7318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.6277,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.5494,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.5064,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.4765,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.4293,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.3605,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.2849,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.2318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.2219,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.2515,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.2953,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.3533,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.4429,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.5776,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.7437,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.9051,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.0345,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.1233,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.1648,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.1534,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.106,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.0598,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.0329,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.0405,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.0936,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.1737,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.2685,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.3704,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.4703,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.5735,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.6845,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.7917,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.8733,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.914,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.8975,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.8192,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.7096,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.5873,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.4596,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.334,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.2067,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.0704,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.9186,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.7339,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.4913,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.1508,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.67678,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.0419,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.24239,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.32958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.4201,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.62112,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.01453,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.65765,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-03",94.58987,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.80341,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-05",95.21807,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-06",95.74775,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-07",96.3248,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-08",96.90052,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-09",97.44216,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-10",97.93652,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.38353,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-12",98.78976,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.14107,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-02",99.40494,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-03",99.58958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-04",99.67616,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-05",99.66841,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-06",99.60687,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-07",99.55291,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-08",99.55399,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-09",99.62281,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-10",99.74831,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-11",99.91776,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.0941,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.2375,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.3157,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.3018,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.1962,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0111,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.7662,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.5099,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.29929,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.20162,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.23929,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.39062,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.60613,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.81631,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.9626,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-03",100.019,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.9903,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.8996,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.78932,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.70719,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.6746,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.70288,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.76598,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.84461,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.93796,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.0454,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.1573,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.2538,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.3483,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.448,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.5292,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.5776,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.6027,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.6094,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.6103,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.6191,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.6255,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.6328,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.6657,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.7232,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.7848,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.8338,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.8647,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.8781,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.8813,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.8754,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.8596,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.8332,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.7897,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.7268,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.6438,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.5527,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.4566,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.3494,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.2258,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.0658,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.87843,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.69244,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.53874,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.41135,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.30484,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.22487,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.17403,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.15593,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.15257,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.14503,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.12036,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.0868,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.04611,
